subject_id,recording_id,date,metric,value,unit,source,provenance
p000004,p000004_hour0,2024-01-01,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,heart_rate,103.500,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,spo2,97.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,sbp,107.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,map,70.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,dbp,52.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,resp_rate,18.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,icu_los_hours,2.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour1,2024-01-02,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,heart_rate,108.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,spo2,98.500,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,temperature,36.780,C,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,sbp,124.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,map,82.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,dbp,61.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,resp_rate,19.500,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,icu_los_hours,3.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour2,2024-01-03,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,heart_rate,107.500,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,spo2,96.500,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,sbp,117.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,map,77.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,dbp,58.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,resp_rate,17.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,icu_los_hours,4.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour3,2024-01-04,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,heart_rate,113.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,spo2,100.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,sbp,125.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,map,80.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,dbp,61.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,resp_rate,26.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,icu_los_hours,5.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour4,2024-01-05,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,heart_rate,107.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,spo2,100.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,sbp,116.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,map,72.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,dbp,52.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,resp_rate,26.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,icu_los_hours,6.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000004,p000004_hour5,2024-01-06,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,heart_rate,84.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,spo2,97.500,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,temperature,37.280,C,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,sbp,140.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,map,94.500,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,resp_rate,17.500,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,icu_los_hours,2.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour0,2024-01-01,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour1,2024-01-02,heart_rate,80.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour1,2024-01-02,spo2,99.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour1,2024-01-02,sbp,150.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour1,2024-01-02,map,99.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour1,2024-01-02,resp_rate,18.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour1,2024-01-02,icu_los_hours,3.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour1,2024-01-02,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
p000005,p000005_hour2,2024-01-03,heart_rate,74.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000005.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:59.239980+00:00"",""content_sha256"":""dbd354e0a7c3c759f34b8decdbe43d766899b524ad8be50c5ac78e92447ac3ae"",""row_count"":6,""error"":null,""patient_id"":""p000005"",""training_set"":""training_setA""}"
